donor,recipient,year,aid_amount,recipient_iso3
Norway,Somalia,2011,84669178,SOM
Norway,Somalia,2012,33580061,SOM
Norway,Somalia,2013,137651046,SOM
Norway,South Africa,1993,42628330,ZAF
Norway,South Africa,1994,67902811,ZAF
Norway,South Africa,1995,36232060,ZAF
Norway,South Africa,1996,28248370,ZAF
Norway,South Africa,1997,36513027,ZAF
Norway,South Africa,1998,12659111,ZAF
Norway,South Africa,1999,35840946,ZAF
Norway,South Africa,2000,60572642,ZAF
Norway,South Africa,2001,72910872,ZAF
Norway,South Africa,2002,24654989,ZAF
Norway,South Africa,2003,10136305,ZAF
Norway,South Africa,2004,21139764,ZAF
Norway,South Africa,2005,35545365,ZAF
Norway,South Africa,2006,33991250,ZAF
Norway,South Africa,2007,4777612,ZAF
Norway,South Africa,2008,8930826,ZAF
Norway,South Africa,2009,46632519,ZAF
Norway,South Africa,2010,11310805,ZAF
Norway,South Africa,2011,47776924,ZAF
Norway,South Africa,2012,25492107,ZAF
Norway,South Africa,2013,25658669,ZAF
Norway,South Sudan,2011,50015133,SSD
Norway,South Sudan,2012,95033421,SSD
Norway,South Sudan,2013,104181536,SSD
Norway,Sri Lanka,1990,7195652,LKA
Norway,Sri Lanka,1991,8716757,LKA
Norway,Sri Lanka,1992,4726384,LKA
Norway,Sri Lanka,1993,35344765,LKA
Norway,Sri Lanka,1994,35890000,LKA
Norway,Sri Lanka,1995,18016338,LKA
Norway,Sri Lanka,1996,77999392,LKA
Norway,Sri Lanka,1997,39938338,LKA
Norway,Sri Lanka,1998,19008902,LKA
Norway,Sri Lanka,1999,28807750,LKA
Norway,Sri Lanka,2000,25331170,LKA
Norway,Sri Lanka,2001,28196906,LKA
Norway,Sri Lanka,2002,38639952,LKA
Norway,Sri Lanka,2003,41928662,LKA
Norway,Sri Lanka,2004,63354006,LKA
Norway,Sri Lanka,2005,89247861,LKA
Norway,Sri Lanka,2006,47030411,LKA
Norway,Sri Lanka,2007,51577407,LKA
Norway,Sri Lanka,2008,28789623,LKA
Norway,Sri Lanka,2009,49184852,LKA
Norway,Sri Lanka,2010,30628161,LKA
Norway,Sri Lanka,2011,15938105,LKA
Norway,Sri Lanka,2012,15746152,LKA
Norway,Sri Lanka,2013,15504081,LKA
Norway,St. Kitts & Nevis,1998,128279,KNA
Norway,St. Lucia,1997,30632,LCA
Norway,St.Vincent & Grenadines,2009,158812,VCT
Norway,St.Vincent & Grenadines,2011,178425,VCT
Norway,Sudan,1990,3206150,SDN
Norway,Sudan,1993,15168691,SDN
Norway,Sudan,1994,19661623,SDN
Norway,Sudan,1995,26145138,SDN
Norway,Sudan,1996,25480807,SDN
Norway,Sudan,1997,15747774,SDN
Norway,Sudan,1998,46888924,SDN
Norway,Sudan,1999,45821191,SDN
Norway,Sudan,2000,27699838,SDN
Norway,Sudan,2001,28771430,SDN
Norway,Sudan,2002,58664391,SDN
Norway,Sudan,2003,44257179,SDN
Norway,Sudan,2004,99997212,SDN
Norway,Sudan,2005,250175632,SDN
Norway,Sudan,2006,91286200,SDN
Norway,Sudan,2007,108820443,SDN
Norway,Sudan,2008,231324509,SDN
Norway,Sudan,2009,111989297,SDN
Norway,Sudan,2010,147581692,SDN
Norway,Sudan,2011,48581204,SDN
Norway,Sudan,2012,44697225,SDN
Norway,Sudan,2013,22964339,SDN
Norway,Suriname,2003,65284,SUR
Norway,Suriname,2004,45964,SUR
Norway,Swaziland,1993,38230,SWZ
Norway,Swaziland,1995,795712,SWZ
Norway,Swaziland,1996,788632,SWZ
Norway,Swaziland,1997,1932522,SWZ
Norway,Swaziland,1998,190360,SWZ
Norway,Swaziland,1999,738472,SWZ
Norway,Swaziland,2002,380844,SWZ
Norway,Swaziland,2003,118678,SWZ
Norway,Swaziland,2006,599123,SWZ
Norway,Swaziland,2007,839419,SWZ
Norway,Swaziland,2008,5781019,SWZ
Norway,Swaziland,2010,7486952,SWZ
Norway,Swaziland,2011,1766034,SWZ
Norway,Swaziland,2012,2257718,SWZ
Norway,Swaziland,2013,1435461,SWZ
Norway,Syria,1993,1124,SYR
Norway,Syria,1995,1162767,SYR
Norway,Syria,1996,209929,SYR
Norway,Syria,1997,1205869,SYR
Norway,Syria,1998,2023304,SYR
Norway,Syria,1999,2798698,SYR
Norway,Syria,2000,239006,SYR
Norway,Syria,2001,1387845,SYR
Norway,Syria,2003,3782224,SYR
Norway,Syria,2004,2183146,SYR
Norway,Syria,2005,2249695,SYR
Norway,Syria,2006,1237313,SYR
Norway,Syria,2007,1427548,SYR
Norway,Syria,2008,716875,SYR
Norway,Syria,2009,58889,SYR
Norway,Syria,2010,2792214,SYR
Norway,Syria,2011,1130321,SYR
Norway,Syria,2012,12907177,SYR
Norway,Syria,2013,90018815,SYR
Norway,Tajikistan,1993,749608,TJK
Norway,Tajikistan,1994,2230613,TJK
Norway,Tajikistan,1995,2377659,TJK
Norway,Tajikistan,1996,1944641,TJK
Norway,Tajikistan,1997,2152731,TJK
Norway,Tajikistan,1998,2154326,TJK
Norway,Tajikistan,1999,1561912,TJK
Norway,Tajikistan,2000,1863467,TJK
Norway,Tajikistan,2001,1605668,TJK
Norway,Tajikistan,2002,1733483,TJK
Norway,Tajikistan,2003,3544691,TJK
Norway,Tajikistan,2004,2533056,TJK
Norway,Tajikistan,2005,2980173,TJK
Norway,Tajikistan,2006,2412685,TJK
Norway,Tajikistan,2007,3982595,TJK
Norway,Tajikistan,2008,3631177,TJK
Norway,Tajikistan,2009,7942895,TJK
Norway,Tajikistan,2010,3296963,TJK
Norway,Tajikistan,2011,5784544,TJK
Norway,Tajikistan,2012,3995928,TJK
Norway,Tajikistan,2013,3964390,TJK
Norway,Tanzania,1990,133118794,TZA
Norway,Tanzania,1991,395394738,TZA
Norway,Tanzania,1992,77861882,TZA
Norway,Tanzania,1993,121669238,TZA
Norway,Tanzania,1994,71335681,TZA
Norway,Tanzania,1995,213678413,TZA
Norway,Tanzania,1996,93290959,TZA
Norway,Tanzania,1997,34033899,TZA
Norway,Tanzania,1998,81741949,TZA
Norway,Tanzania,1999,130785249,TZA
Norway,Tanzania,2000,89650135,TZA
Norway,Tanzania,2001,224799720,TZA
Norway,Tanzania,2002,154588200,TZA
Norway,Tanzania,2003,162223668,TZA
Norway,Tanzania,2004,58074110,TZA
Norway,Tanzania,2005,193943648,TZA
Norway,Tanzania,2006,155709561,TZA
Norway,Tanzania,2007,110885219,TZA
Norway,Tanzania,2008,321735843,TZA
Norway,Tanzania,2009,100949746,TZA
Norway,Tanzania,2010,98173320,TZA
Norway,Tanzania,2011,130553782,TZA
Norway,Tanzania,2012,106595801,TZA
Norway,Tanzania,2013,197052460,TZA
Norway,Thailand,1991,9985824,THA
Norway,Thailand,1993,3485677,THA
Norway,Thailand,1994,5657849,THA
Norway,Thailand,1995,11653192,THA
Norway,Thailand,1996,7524548,THA
Norway,Thailand,1997,2744604,THA
Norway,Thailand,1998,3005629,THA
Norway,Thailand,1999,1870793,THA
Norway,Thailand,2000,12591718,THA
Norway,Thailand,2001,1470005,THA
Norway,Thailand,2002,351765,THA
Norway,Thailand,2003,967888,THA
Norway,Thailand,2004,1833783,THA
Norway,Thailand,2005,16785844,THA
Norway,Thailand,2006,8134151,THA
Norway,Thailand,2007,4888445,THA
Norway,Thailand,2008,1215993,THA
Norway,Thailand,2009,694142,THA
Norway,Thailand,2010,2746597,THA
Norway,Thailand,2011,1381493,THA
Norway,Thailand,2012,2143573,THA
Norway,Thailand,2013,1552004,THA
Norway,Timor-Leste,2000,9033753,TLS
Norway,Timor-Leste,2001,12954008,TLS
Norway,Timor-Leste,2002,28304732,TLS
Norway,Timor-Leste,2003,18987000,TLS
Norway,Timor-Leste,2004,6152341,TLS
Norway,Timor-Leste,2005,12951511,TLS
Norway,Timor-Leste,2006,21081153,TLS
Norway,Timor-Leste,2007,13319685,TLS
Norway,Timor-Leste,2008,20402539,TLS
Norway,Timor-Leste,2009,19899393,TLS
Norway,Timor-Leste,2010,4819904,TLS
Norway,Timor-Leste,2011,1807550,TLS
Norway,Timor-Leste,2012,8562195,TLS
Norway,Timor-Leste,2013,6343984,TLS
Norway,Togo,1995,142885,TGO
Norway,Togo,1996,6998,TGO
Norway,Togo,1999,13473,TGO
Norway,Togo,2000,139086,TGO
Norway,Togo,2001,95703,TGO
Norway,Togo,2002,181237,TGO
Norway,Togo,2003,508131,TGO
Norway,Togo,2004,428829,TGO
Norway,Togo,2005,1454162,TGO
Norway,Togo,2006,101652,TGO
Norway,Togo,2009,100837,TGO
Norway,Togo,2011,168231,TGO
Norway,Togo,2012,228224,TGO
Norway,Togo,2013,269191,TGO
Norway,Tunisia,1993,172410,TUN
Norway,Tunisia,1996,29740,TUN
Norway,Tunisia,1997,975790,TUN
Norway,Tunisia,1999,652815,TUN
Norway,Tunisia,2000,102573,TUN
Norway,Tunisia,2001,3428,TUN
Norway,Tunisia,2002,137794,TUN
Norway,Tunisia,2003,132090,TUN
Norway,Tunisia,2004,137890,TUN
Norway,Tunisia,2005,48839,TUN
Norway,Tunisia,2008,909,TUN
Norway,Tunisia,2012,495555,TUN
Norway,Tunisia,2013,41665,TUN
Norway,Turkey,1993,8620,TUR
Norway,Turkey,1994,150235,TUR
Norway,Turkey,1995,653920,TUR
Norway,Turkey,1996,503829,TUR
Norway,Turkey,1997,1552348,TUR
Norway,Turkey,1998,1944415,TUR
Norway,Turkey,1999,10189670,TUR
Norway,Turkey,2000,542279,TUR
Norway,Turkey,2001,683532,TUR
Norway,Turkey,2002,635526,TUR
Norway,Turkey,2003,14124009,TUR
Norway,Turkey,2004,2691810,TUR
Norway,Turkey,2005,1056107,TUR
Norway,Turkey,2006,1028826,TUR
Norway,Turkey,2007,550083,TUR
Norway,Turkey,2008,138771,TUR
Norway,Turkey,2009,205708,TUR
Norway,Turkey,2010,151117,TUR
Norway,Turkey,2011,2168875,TUR
Norway,Turkey,2012,2518022,TUR
Norway,Turkey,2013,4295093,TUR
Norway,Turkmenistan,2000,206404,TKM
Norway,Turkmenistan,2001,194833,TKM
Norway,Turkmenistan,2002,315272,TKM
Norway,Turkmenistan,2003,266097,TKM
Norway,Turkmenistan,2004,229818,TKM
Norway,Turkmenistan,2005,33454,TKM
Norway,Turkmenistan,2006,41007,TKM
Norway,Turkmenistan,2007,5944,TKM
Norway,Turkmenistan,2008,700842,TKM
Norway,Turkmenistan,2009,1345169,TKM
Norway,Turkmenistan,2010,360299,TKM
Norway,Turkmenistan,2011,642329,TKM
Norway,Turkmenistan,2013,94302,TKM
Norway,Uganda,1990,9762749,UGA
Norway,Uganda,1991,9896754,UGA
Norway,Uganda,1992,11041520,UGA
Norway,Uganda,1993,68667836,UGA
Norway,Uganda,1994,46561940,UGA
Norway,Uganda,1995,22629135,UGA
Norway,Uganda,1996,40565242,UGA
Norway,Uganda,1997,71569688,UGA
Norway,Uganda,1998,59657791,UGA
Norway,Uganda,1999,56543076,UGA
Norway,Uganda,2000,60585784,UGA
Norway,Uganda,2001,71178426,UGA
Norway,Uganda,2002,68999567,UGA
Norway,Uganda,2003,29534854,UGA
Norway,Uganda,2004,111101600,UGA
Norway,Uganda,2005,50203898,UGA
Norway,Uganda,2006,43103729,UGA
Norway,Uganda,2007,83279999,UGA
Norway,Uganda,2008,105406525,UGA
Norway,Uganda,2009,99832477,UGA
Norway,Uganda,2010,68125208,UGA
Norway,Uganda,2011,96238524,UGA
Norway,Uganda,2012,110980712,UGA
Norway,Uganda,2013,89561764,UGA
Norway,Ukraine,2002,517712,UKR
Norway,Ukraine,2004,439230,UKR
Norway,Ukraine,2005,331353,UKR
Norway,Ukraine,2006,745454,UKR
Norway,Ukraine,2007,5275974,UKR
Norway,Ukraine,2008,9553174,UKR
Norway,Ukraine,2009,6135426,UKR
Norway,Ukraine,2010,2209996,UKR
Norway,Ukraine,2011,11873282,UKR
Norway,Ukraine,2012,7158134,UKR
Norway,Ukraine,2013,5020661,UKR
Norway,Uruguay,1993,214387,URY
Norway,Uruguay,1994,372207,URY
Norway,Uruguay,1995,396945,URY
Norway,Uruguay,1996,118610,URY
Norway,Uruguay,1997,48670,URY
Norway,Uruguay,1998,101868,URY
Norway,Uruguay,1999,264533,URY
Norway,Uruguay,2007,2094799,URY
Norway,Uruguay,2009,705860,URY
Norway,Uruguay,2011,27656,URY
Norway,Uruguay,2012,46620,URY
Norway,Uruguay,2013,129932,URY
Norway,Uzbekistan,1997,6126,UZB
Norway,Uzbekistan,2000,75107,UZB
Norway,Uzbekistan,2001,953211,UZB
Norway,Uzbekistan,2002,905580,UZB
Norway,Uzbekistan,2003,2174680,UZB
Norway,Uzbekistan,2004,1646607,UZB
Norway,Uzbekistan,2005,802905,UZB
Norway,Uzbekistan,2006,638188,UZB
Norway,Uzbekistan,2007,15900,UZB
Norway,Uzbekistan,2008,298311,UZB
Norway,Uzbekistan,2009,367538,UZB
Norway,Uzbekistan,2010,288239,UZB
Norway,Uzbekistan,2011,1605824,UZB
Norway,Uzbekistan,2012,7770,UZB
Norway,Vanuatu,2005,35433,VUT
Norway,Venezuela,1993,35981,VEN
Norway,Venezuela,1996,20993,VEN
Norway,Venezuela,1997,218506,VEN
Norway,Venezuela,1998,10290,VEN
Norway,Venezuela,2000,819078,VEN
Norway,Venezuela,2001,357158,VEN
Norway,Venezuela,2002,136275,VEN
Norway,Venezuela,2003,307337,VEN
Norway,Venezuela,2004,445184,VEN
Norway,Venezuela,2005,619592,VEN
Norway,Venezuela,2006,258772,VEN
Norway,Venezuela,2007,390299,VEN
Norway,Venezuela,2008,69103,VEN
Norway,Venezuela,2009,60502,VEN
Norway,Venezuela,2010,168392,VEN
Norway,Venezuela,2011,53527,VEN
Norway,Venezuela,2012,138134,VEN
Norway,Venezuela,2013,51438,VEN
Norway,Viet Nam,1993,1592917,VNM
Norway,Viet Nam,1994,15681147,VNM
Norway,Viet Nam,1995,16412522,VNM
Norway,Viet Nam,1996,19822178,VNM
Norway,Viet Nam,1997,10728597,VNM
Norway,Viet Nam,1998,22163387,VNM
Norway,Viet Nam,1999,22269050,VNM
Norway,Viet Nam,2000,17627893,VNM
Norway,Viet Nam,2001,18138097,VNM
Norway,Viet Nam,2002,24108586,VNM
Norway,Viet Nam,2003,44438249,VNM
Norway,Viet Nam,2004,12025236,VNM
Norway,Viet Nam,2005,20328570,VNM
Norway,Viet Nam,2006,20782239,VNM
Norway,Viet Nam,2007,30943784,VNM
Norway,Viet Nam,2008,34258477,VNM
Norway,Viet Nam,2009,20781676,VNM
Norway,Viet Nam,2010,12775627,VNM
Norway,Viet Nam,2011,60199327,VNM
Norway,Viet Nam,2012,39892114,VNM
Norway,Viet Nam,2013,13058582,VNM
Norway,Yemen,1993,212889,YEM
Norway,Yemen,1994,22535,YEM
Norway,Yemen,1996,153948,YEM
Norway,Yemen,1997,277047,YEM
Norway,Yemen,1998,40130,YEM
Norway,Yemen,1999,5643389,YEM
Norway,Yemen,2000,834517,YEM
Norway,Yemen,2001,89520,YEM
Norway,Yemen,2002,551623,YEM
Norway,Yemen,2003,509037,YEM
Norway,Yemen,2004,643491,YEM
Norway,Yemen,2005,587607,YEM
Norway,Yemen,2006,354597,YEM
Norway,Yemen,2008,55638,YEM
Norway,Yemen,2009,756198,YEM
Norway,Yemen,2010,114279,YEM
Norway,Yemen,2011,1044756,YEM
Norway,Yemen,2012,2906717,YEM
Norway,Yemen,2013,5961795,YEM
Norway,Zambia,1990,94126914,ZMB
Norway,Zambia,1991,71087242,ZMB
Norway,Zambia,1992,73015882,ZMB
Norway,Zambia,1993,74326251,ZMB
Norway,Zambia,1994,178481363,ZMB
Norway,Zambia,1995,151658790,ZMB
Norway,Zambia,1996,14567312,ZMB
Norway,Zambia,1997,14831546,ZMB
Norway,Zambia,1998,41532434,ZMB
Norway,Zambia,1999,94388611,ZMB
Norway,Zambia,2000,43176017,ZMB
Norway,Zambia,2001,37411495,ZMB
Norway,Zambia,2002,48813721,ZMB
Norway,Zambia,2003,160047063,ZMB
Norway,Zambia,2004,73724964,ZMB
Norway,Zambia,2005,99653601,ZMB
Norway,Zambia,2006,71373295,ZMB
Norway,Zambia,2007,158002449,ZMB
Norway,Zambia,2008,27570728,ZMB
Norway,Zambia,2009,34996965,ZMB
Norway,Zambia,2010,25443572,ZMB
Norway,Zambia,2011,203888630,ZMB
Norway,Zambia,2012,42233546,ZMB
Norway,Zambia,2013,29635489,ZMB
Norway,Zimbabwe,1990,19600957,ZWE
Norway,Zimbabwe,1991,38787664,ZWE
Norway,Zimbabwe,1992,53520699,ZWE
Norway,Zimbabwe,1993,26582596,ZWE
Norway,Zimbabwe,1994,35091158,ZWE
Norway,Zimbabwe,1995,18368081,ZWE
Norway,Zimbabwe,1996,7592773,ZWE
Norway,Zimbabwe,1997,18058772,ZWE
Norway,Zimbabwe,1998,23431085,ZWE
Norway,Zimbabwe,1999,49968117,ZWE
Norway,Zimbabwe,2000,11757025,ZWE
Norway,Zimbabwe,2001,16547302,ZWE
Norway,Zimbabwe,2002,18791382,ZWE
Norway,Zimbabwe,2003,17387498,ZWE
Norway,Zimbabwe,2004,8770667,ZWE
Norway,Zimbabwe,2005,14264739,ZWE
Norway,Zimbabwe,2006,14742646,ZWE
Norway,Zimbabwe,2007,13001352,ZWE
Norway,Zimbabwe,2008,18465111,ZWE
Norway,Zimbabwe,2009,39455812,ZWE
Norway,Zimbabwe,2010,23800455,ZWE
Norway,Zimbabwe,2011,18653442,ZWE
Norway,Zimbabwe,2012,34593924,ZWE
Norway,Zimbabwe,2013,28734350,ZWE
OPEC Fund for International Development (OFID),Afghanistan,1998,536732,AFG
OPEC Fund for International Development (OFID),Afghanistan,2002,469504,AFG
OPEC Fund for International Development (OFID),Afghanistan,2005,36444,AFG
OPEC Fund for International Development (OFID),Afghanistan,2011,100000,AFG
OPEC Fund for International Development (OFID),Afghanistan,2012,81766,AFG
OPEC Fund for International Development (OFID),Albania,1993,7685182,ALB
OPEC Fund for International Development (OFID),Albania,1994,8841664,ALB
OPEC Fund for International Development (OFID),Albania,1999,6786709,ALB
OPEC Fund for International Development (OFID),Albania,2004,17112980,ALB
OPEC Fund for International Development (OFID),Albania,2005,2939778,ALB
OPEC Fund for International Development (OFID),Albania,2006,23194055,ALB
OPEC Fund for International Development (OFID),Albania,2008,15676648,ALB
OPEC Fund for International Development (OFID),Albania,2010,10653096,ALB
OPEC Fund for International Development (OFID),Albania,2011,20400000,ALB
OPEC Fund for International Development (OFID),Algeria,2003,683821,DZA
OPEC Fund for International Development (OFID),Angola,1990,5112661,AGO
OPEC Fund for International Development (OFID),Angola,1996,10423653,AGO
OPEC Fund for International Development (OFID),Angola,1999,180979,AGO
OPEC Fund for International Development (OFID),Angola,2004,12678594,AGO
OPEC Fund for International Development (OFID),Angola,2005,10933060,AGO
OPEC Fund for International Development (OFID),Armenia,2004,6245613,ARM
OPEC Fund for International Development (OFID),Armenia,2006,11882200,ARM
OPEC Fund for International Development (OFID),Armenia,2008,20902198,ARM
OPEC Fund for International Development (OFID),Armenia,2009,10767996,ARM
OPEC Fund for International Development (OFID),Armenia,2010,159796,ARM
OPEC Fund for International Development (OFID),Armenia,2011,20000000,ARM
OPEC Fund for International Development (OFID),Armenia,2013,6881636,ARM
OPEC Fund for International Development (OFID),Austria,2002,430379,AUT
OPEC Fund for International Development (OFID),Austria,2003,341910,AUT
OPEC Fund for International Development (OFID),Austria,2009,69992,AUT
OPEC Fund for International Development (OFID),Azerbaijan,2003,8205849,AZE
OPEC Fund for International Development (OFID),Azerbaijan,2005,9718276,AZE
OPEC Fund for International Development (OFID),Azerbaijan,2007,5501003,AZE
OPEC Fund for International Development (OFID),Azerbaijan,2008,5225549,AZE
OPEC Fund for International Development (OFID),Azerbaijan,2009,43071985,AZE
OPEC Fund for International Development (OFID),Azerbaijan,2013,9830908,AZE
OPEC Fund for International Development (OFID),Bahrain,2006,11882200,BHR
OPEC Fund for International Development (OFID),Bahrain,2008,15676648,BHR
OPEC Fund for International Development (OFID),Bangladesh,1990,21234692,BGD
OPEC Fund for International Development (OFID),Bangladesh,1991,12798538,BGD
OPEC Fund for International Development (OFID),Bangladesh,1993,23516657,BGD
OPEC Fund for International Development (OFID),Bangladesh,1994,23592508,BGD
OPEC Fund for International Development (OFID),Bangladesh,1996,139168,BGD
OPEC Fund for International Development (OFID),Bangladesh,1997,22631943,BGD
OPEC Fund for International Development (OFID),Bangladesh,1998,15565239,BGD
OPEC Fund for International Development (OFID),Bangladesh,1999,12517708,BGD
OPEC Fund for International Development (OFID),Bangladesh,2000,31195196,BGD
OPEC Fund for International Development (OFID),Bangladesh,2002,33647803,BGD
OPEC Fund for International Development (OFID),Bangladesh,2003,27353,BGD
OPEC Fund for International Development (OFID),Bangladesh,2005,24374650,BGD
OPEC Fund for International Development (OFID),Bangladesh,2006,10753391,BGD
OPEC Fund for International Development (OFID),Bangladesh,2007,33556116,BGD
OPEC Fund for International Development (OFID),Bangladesh,2008,20902198,BGD
OPEC Fund for International Development (OFID),Bangladesh,2009,323040,BGD
OPEC Fund for International Development (OFID),Bangladesh,2010,29828670,BGD
OPEC Fund for International Development (OFID),Bangladesh,2011,30000000,BGD
OPEC Fund for International Development (OFID),Bangladesh,2012,30662319,BGD
OPEC Fund for International Development (OFID),Bangladesh,2013,19661817,BGD
OPEC Fund for International Development (OFID),Belize,1994,2947221,BLZ
OPEC Fund for International Development (OFID),Belize,2000,4679279,BLZ
OPEC Fund for International Development (OFID),Belize,2002,9390085,BLZ
OPEC Fund for International Development (OFID),Belize,2005,7288707,BLZ
OPEC Fund for International Development (OFID),Belize,2008,3407058,BLZ
OPEC Fund for International Development (OFID),Belize,2010,11718406,BLZ
OPEC Fund for International Development (OFID),Belize,2011,8000000,BLZ
OPEC Fund for International Development (OFID),Benin,1990,5063657,BEN
OPEC Fund for International Development (OFID),Benin,1991,11050915,BEN
OPEC Fund for International Development (OFID),Benin,1995,6017742,BEN
OPEC Fund for International Development (OFID),Benin,1996,5566704,BEN
OPEC Fund for International Development (OFID),Benin,1998,6710689,BEN
OPEC Fund for International Development (OFID),Benin,2000,8703460,BEN
OPEC Fund for International Development (OFID),Benin,2002,14805034,BEN
OPEC Fund for International Development (OFID),Benin,2004,2172657,BEN
OPEC Fund for International Development (OFID),Benin,2007,8801604,BEN
OPEC Fund for International Development (OFID),Benin,2009,11844796,BEN
OPEC Fund for International Development (OFID),Benin,2011,400000,BEN
OPEC Fund for International Development (OFID),Bhutan,1990,326688,BTN
OPEC Fund for International Development (OFID),Bhutan,1995,133728,BTN
OPEC Fund for International Development (OFID),Bhutan,2000,155976,BTN
OPEC Fund for International Development (OFID),Bhutan,2004,249825,BTN
OPEC Fund for International Development (OFID),Bhutan,2005,364435,BTN
OPEC Fund for International Development (OFID),Bolivia,1990,4900314,BOL
OPEC Fund for International Development (OFID),Bolivia,1991,4104625,BOL
OPEC Fund for International Development (OFID),Bolivia,1993,8069441,BOL
OPEC Fund for International Development (OFID),Bolivia,1995,6686379,BOL
OPEC Fund for International Development (OFID),Bolivia,1997,6035185,BOL
OPEC Fund for International Development (OFID),Bolivia,1998,8050986,BOL
OPEC Fund for International Development (OFID),Bolivia,1999,3016315,BOL
OPEC Fund for International Development (OFID),Bolivia,2002,26448738,BOL
OPEC Fund for International Development (OFID),Bolivia,2003,205146,BOL
OPEC Fund for International Development (OFID),Bolivia,2004,6245613,BOL
OPEC Fund for International Development (OFID),Bolivia,2005,21501685,BOL
OPEC Fund for International Development (OFID),Bolivia,2006,18120355,BOL
OPEC Fund for International Development (OFID),Bolivia,2009,21643672,BOL
OPEC Fund for International Development (OFID),Bolivia,2012,20441546,BOL
OPEC Fund for International Development (OFID),Bosnia-Herzegovina,1992,1077546,BIH
OPEC Fund for International Development (OFID),Bosnia-Herzegovina,1994,1473611,BIH
OPEC Fund for International Development (OFID),Bosnia-Herzegovina,1995,1337276,BIH
OPEC Fund for International Development (OFID),Bosnia-Herzegovina,2000,10497183,BIH
OPEC Fund for International Development (OFID),Bosnia-Herzegovina,2004,31228065,BIH
OPEC Fund for International Development (OFID),Bosnia-Herzegovina,2005,15097992,BIH
OPEC Fund for International Development (OFID),Bosnia-Herzegovina,2006,7069909,BIH
OPEC Fund for International Development (OFID),Bosnia-Herzegovina,2007,13284922,BIH
OPEC Fund for International Development (OFID),Bosnia-Herzegovina,2009,6460798,BIH
OPEC Fund for International Development (OFID),Bosnia-Herzegovina,2012,102208,BIH
OPEC Fund for International Development (OFID),Bosnia-Herzegovina,2013,80810067,BIH
OPEC Fund for International Development (OFID),Botswana,1991,4357218,BWA
OPEC Fund for International Development (OFID),Botswana,1992,4040796,BWA
OPEC Fund for International Development (OFID),Botswana,2003,13676414,BWA
OPEC Fund for International Development (OFID),Botswana,2007,22653129,BWA
OPEC Fund for International Development (OFID),Botswana,2008,52255495,BWA
OPEC Fund for International Development (OFID),Burkina Faso,1991,10466795,BFA
OPEC Fund for International Development (OFID),Burkina Faso,1993,19136103,BFA
OPEC Fund for International Development (OFID),Burkina Faso,1995,10297025,BFA
