donor,recipient,year,aid_amount
Taiwan,Sao Tome & Principe,2011,2159603
Taiwan,Saudi Arabia,2006,383471
Taiwan,Saudi Arabia,2007,375139
Taiwan,Saudi Arabia,2008,348667
Taiwan,Saudi Arabia,2009,327156
Taiwan,Saudi Arabia,2010,287807
Taiwan,Saudi Arabia,2011,282125
Taiwan,Senegal,1999,6032630
Taiwan,Senegal,2003,12545375
Taiwan,Solomon Islands,1999,3016315
Taiwan,Solomon Islands,2006,1284488
Taiwan,Solomon Islands,2007,1202712
Taiwan,Solomon Islands,2008,1171013
Taiwan,Solomon Islands,2009,1060334
Taiwan,Solomon Islands,2010,1130567
Taiwan,Solomon Islands,2011,1043039
Taiwan,South Africa,1994,45628882
Taiwan,"South America, Regional Programs",2005,2429569
Taiwan,St. Kitts & Nevis,1999,150816
Taiwan,St. Kitts & Nevis,2001,325348
Taiwan,St. Kitts & Nevis,2006,665621
Taiwan,St. Kitts & Nevis,2007,733175
Taiwan,St. Kitts & Nevis,2008,792449
Taiwan,St. Kitts & Nevis,2009,1097822
Taiwan,St. Kitts & Nevis,2010,1431794
Taiwan,St. Kitts & Nevis,2011,1037045
Taiwan,St. Lucia,2007,665943
Taiwan,St. Lucia,2008,851751
Taiwan,St. Lucia,2009,937587
Taiwan,St. Lucia,2010,1018150
Taiwan,St. Lucia,2011,954065
Taiwan,St.Vincent & Grenadines,1991,25259234
Taiwan,St.Vincent & Grenadines,2002,313003
Taiwan,St.Vincent & Grenadines,2006,793503
Taiwan,St.Vincent & Grenadines,2007,687146
Taiwan,St.Vincent & Grenadines,2008,672248
Taiwan,St.Vincent & Grenadines,2009,667081
Taiwan,St.Vincent & Grenadines,2010,674765
Taiwan,St.Vincent & Grenadines,2011,561668
Taiwan,Swaziland,1998,12268170
Taiwan,Swaziland,2002,7825071
Taiwan,Swaziland,2003,6838207
Taiwan,Swaziland,2006,2312972
Taiwan,Swaziland,2007,2154409
Taiwan,Swaziland,2008,2130648
Taiwan,Swaziland,2009,3181701
Taiwan,Swaziland,2010,3245224
Taiwan,Swaziland,2011,3104732
Taiwan,Turkey,2010,13422902
Taiwan,Tuvalu,2006,550304
Taiwan,Tuvalu,2007,781719
Taiwan,Tuvalu,2008,608727
Taiwan,Tuvalu,2009,542925
Taiwan,Tuvalu,2010,510839
Taiwan,Tuvalu,2011,500982
Taiwan,Ukraine,2006,1188220
Taiwan,Viet Nam,1993,138333278
Taiwan,Viet Nam,1998,12881578
Thailand,Afghanistan,2008,77270
Thailand,Afghanistan,2010,120085
Thailand,"Africa, Regional Programs Multi-Country",2007,15804
Thailand,"Africa, Regional Programs, Regional Programs",2008,29396
Thailand,"Africa, Regional Programs, Regional Programs",2009,14007
Thailand,"Africa, Regional Programs, Regional Programs",2010,22012
Thailand,"Africa, South of Sahara, Regional Programs Multi-Country",2007,29597
Thailand,"Asia, Regional Programs, Regional Programs",2007,82923
Thailand,"Asia, Regional Programs, Regional Programs",2008,543301
Thailand,"Asia, Regional Programs, Regional Programs",2009,1093548
Thailand,"Asia, Regional Programs, Regional Programs",2010,586701
Thailand,Bangladesh,2010,30750
Thailand,Bhutan,2007,510
Thailand,Bhutan,2008,33035
Thailand,Bhutan,2009,185299
Thailand,Bhutan,2010,227723
Thailand,"Bilateral, unspecified",2008,29679
Thailand,"Bilateral, unspecified",2009,13387
Thailand,"Bilateral, unspecified",2010,220096
Thailand,Botswana,2010,1809
Thailand,Cambodia,2007,3535733
Thailand,Cambodia,2008,1002653
Thailand,Cambodia,2009,2485549
Thailand,Cambodia,2010,962894
Thailand,China,2007,160688
Thailand,China,2010,9259
Thailand,"Congo, Democratic Republic of",2007,341824
Thailand,Cote d`Ivoire,2007,82159
Thailand,Cyprus,2007,4469
Thailand,Egypt,2008,5678
Thailand,Egypt,2010,13643
Thailand,"Ex-Yugoslavian States, Unspecified",2007,196139
Thailand,Georgia,2007,11586
Thailand,Global,2007,59830
Thailand,Global,2008,152625
Thailand,Global,2009,2599241
Thailand,Global,2010,476407
Thailand,Haiti,2007,276397
Thailand,Indonesia,2007,590694
Thailand,Indonesia,2008,759489
Thailand,Indonesia,2010,250494
Thailand,Jordan,2010,6691
Thailand,Kenya,2010,11213
Thailand,Kosovo,2007,76781
Thailand,Laos,2007,2477466
Thailand,Laos,2008,888430
Thailand,Laos,2009,861450
Thailand,Laos,2010,1048662
Thailand,Lebanon,2007,353949
Thailand,Lesotho,2007,72989
Thailand,Lesotho,2008,178759
Thailand,Lesotho,2009,127950
Thailand,Lesotho,2010,56467
Thailand,Liberia,2007,332931
Thailand,Madagascar,2007,45610
Thailand,Madagascar,2008,42196
Thailand,Madagascar,2009,106500
Thailand,Madagascar,2010,116598
Thailand,Malaysia,2007,15475
Thailand,Malaysia,2008,36580
Thailand,Malaysia,2010,18996
Thailand,Mongolia,2009,111525
Thailand,Mongolia,2010,31348
Thailand,Morocco,2010,10698
Thailand,Mozambique,2007,24096
Thailand,Mozambique,2008,8784
Thailand,Mozambique,2010,14668
Thailand,Myanmar,2007,651035
Thailand,Myanmar,2008,72281
Thailand,Myanmar,2009,34233
Thailand,Myanmar,2010,152639
Thailand,Namibia,2008,4612
Thailand,Nepal,2007,12333
Thailand,Nepal,2008,9098
Thailand,Philippines,2007,6329
Thailand,Rwanda,2007,163018
Thailand,Senegal,2008,50635
Thailand,Senegal,2009,46388
Thailand,Senegal,2010,81883
Thailand,Somalia,2008,58948
Thailand,Somalia,2009,20257
Thailand,South Africa,2010,20992
Thailand,Sudan,2007,353220
Thailand,Sudan,2010,11243
Thailand,Swaziland,2010,140222
Thailand,Tanzania,2010,11117
Thailand,Timor-Leste,2007,57811
Thailand,Timor-Leste,2009,15075
Thailand,Timor-Leste,2010,350472
Thailand,Tunisia,2009,14824
Thailand,Tunisia,2010,16949
Thailand,Viet Nam,2007,916676
Thailand,Viet Nam,2008,357109
Thailand,Viet Nam,2009,155933
Thailand,Viet Nam,2010,116749
Thailand,no value,2007,3542954
United Arab Emirates,Afghanistan,2009,269236562
United Arab Emirates,Afghanistan,2010,230260634
United Arab Emirates,Afghanistan,2011,22497734
United Arab Emirates,Afghanistan,2012,51112593
United Arab Emirates,"Africa, Regional Programs, Regional Programs",2010,581425
United Arab Emirates,"Africa, Regional Programs, Regional Programs",2011,30057
United Arab Emirates,"Africa, Regional Programs, Regional Programs",2012,789888
United Arab Emirates,Albania,2010,145019
United Arab Emirates,Albania,2011,50000000
United Arab Emirates,Albania,2012,588973
United Arab Emirates,Albania,2013,64236809
United Arab Emirates,Algeria,1999,30167258
United Arab Emirates,Algeria,2002,156522719
United Arab Emirates,Algeria,2010,56512
United Arab Emirates,Algeria,2011,43561
United Arab Emirates,Algeria,2012,44523
United Arab Emirates,Algeria,2013,290110106
United Arab Emirates,Angola,2011,18074
United Arab Emirates,Antigua & Barbuda,2010,5348
United Arab Emirates,Antigua & Barbuda,2011,30122
United Arab Emirates,Argentina,2010,23490
United Arab Emirates,Argentina,2011,6025
United Arab Emirates,Argentina,2012,23091
United Arab Emirates,Armenia,2007,11003503
United Arab Emirates,Armenia,2011,5020
United Arab Emirates,"Asia, Regional Programs, Regional Programs",2010,16741
United Arab Emirates,"Asia, Regional Programs, Regional Programs",2012,15953
United Arab Emirates,Azerbaijan,2010,5348
United Arab Emirates,Azerbaijan,2011,60723354
United Arab Emirates,Bahrain,2000,155997213
United Arab Emirates,Bahrain,2010,53272734
United Arab Emirates,Bangladesh,2010,149316
United Arab Emirates,Bangladesh,2011,31819870
United Arab Emirates,Bangladesh,2012,122938
United Arab Emirates,Bangladesh,2013,29492725
United Arab Emirates,Belize,2010,53483
United Arab Emirates,Belize,2012,26149
United Arab Emirates,Benin,2009,10769462
United Arab Emirates,Benin,2010,177766
United Arab Emirates,Benin,2011,186197
United Arab Emirates,Benin,2012,435821
United Arab Emirates,"Bilateral, unspecified",2010,56291677
United Arab Emirates,"Bilateral, unspecified",2011,22917591
United Arab Emirates,"Bilateral, unspecified",2012,141594223
United Arab Emirates,"Bilateral, unspecified",2013,4915454
United Arab Emirates,Bolivia,2010,20725
United Arab Emirates,Bolivia,2012,14367
United Arab Emirates,Bosnia-Herzegovina,2010,31942
United Arab Emirates,Bosnia-Herzegovina,2011,203695
United Arab Emirates,Bosnia-Herzegovina,2012,548606
United Arab Emirates,Brazil,2010,137878
United Arab Emirates,Brazil,2011,28605
United Arab Emirates,Brazil,2012,35406
United Arab Emirates,Burkina Faso,2009,10769462
United Arab Emirates,Burkina Faso,2010,701665
United Arab Emirates,Burkina Faso,2011,959365
United Arab Emirates,Burkina Faso,2012,197557
United Arab Emirates,Burundi,2011,301749
United Arab Emirates,Cambodia,2010,26738
United Arab Emirates,Cambodia,2011,170847
United Arab Emirates,Cambodia,2012,30789
United Arab Emirates,Cameroon,2010,320982
United Arab Emirates,Cameroon,2011,236917
United Arab Emirates,Cameroon,2012,222497
United Arab Emirates,Central African Republic,2010,176408
United Arab Emirates,Central African Republic,2011,156381
United Arab Emirates,Central African Republic,2012,142041
United Arab Emirates,Chad,2010,610649
United Arab Emirates,Chad,2011,591228
United Arab Emirates,Chad,2012,780004
United Arab Emirates,Chile,2011,19379
United Arab Emirates,Chile,2012,57829
United Arab Emirates,China,2010,144924
United Arab Emirates,China,2011,136340
United Arab Emirates,China,2012,60913
United Arab Emirates,Colombia,2010,193176
United Arab Emirates,Colombia,2011,80327
United Arab Emirates,Colombia,2012,57471
United Arab Emirates,Comoros,2008,4343360
United Arab Emirates,Comoros,2010,17182215
United Arab Emirates,Comoros,2011,532541
United Arab Emirates,Comoros,2012,2297147
United Arab Emirates,"Congo, Democratic Republic of",2010,2560020
United Arab Emirates,"Congo, Democratic Republic of",2011,336654
United Arab Emirates,"Congo, Republic of",2010,30930
United Arab Emirates,"Congo, Republic of",2012,341567
United Arab Emirates,Costa Rica,2011,24098
United Arab Emirates,Costa Rica,2012,12316
United Arab Emirates,Cote d`Ivoire,2010,805202
United Arab Emirates,Cote d`Ivoire,2011,15061
United Arab Emirates,Cote d`Ivoire,2012,23604
United Arab Emirates,Cuba,2011,14056
United Arab Emirates,Cuba,2012,5131
United Arab Emirates,Djibouti,2001,24404390
United Arab Emirates,Djibouti,2007,7702452
United Arab Emirates,Djibouti,2010,329268
United Arab Emirates,Djibouti,2011,193507
United Arab Emirates,Djibouti,2012,7256313
United Arab Emirates,Dominican Republic,2010,20501
United Arab Emirates,Dominican Republic,2011,30123
United Arab Emirates,Dominican Republic,2012,19499
United Arab Emirates,Ecuador,2010,26742
United Arab Emirates,Ecuador,2012,25657
United Arab Emirates,Egypt,2010,110402554
United Arab Emirates,Egypt,2011,784594
United Arab Emirates,Egypt,2012,47107550
United Arab Emirates,Egypt,2013,6091230828
United Arab Emirates,Eritrea,2001,8134797
United Arab Emirates,Eritrea,2009,21538925
United Arab Emirates,Eritrea,2012,51111048
United Arab Emirates,Ethiopia,2010,244164
United Arab Emirates,Ethiopia,2011,937583
United Arab Emirates,Ethiopia,2012,10318531
United Arab Emirates,Fiji,2011,24099
United Arab Emirates,Fiji,2012,154528
United Arab Emirates,Fiji,2013,4915454
United Arab Emirates,Gabon,2010,32090
United Arab Emirates,Gabon,2012,22352
United Arab Emirates,Gambia,2010,102871
United Arab Emirates,Gambia,2011,10096893
United Arab Emirates,Gambia,2012,215911
United Arab Emirates,Georgia,2010,3530
United Arab Emirates,Georgia,2012,10229
United Arab Emirates,Ghana,2010,344359
United Arab Emirates,Ghana,2011,795712
United Arab Emirates,Ghana,2012,160792
United Arab Emirates,Grenada,2010,21393
United Arab Emirates,Guatemala,2011,35143
United Arab Emirates,Guinea,2009,5384731
United Arab Emirates,Guinea,2012,92046873
United Arab Emirates,Guinea-Bissau,2011,20082
United Arab Emirates,Guinea-Bissau,2012,5131
United Arab Emirates,Haiti,2010,4933263
United Arab Emirates,Haiti,2012,15394
United Arab Emirates,Honduras,2010,74747
United Arab Emirates,Honduras,2012,4105
United Arab Emirates,India,2010,178273
United Arab Emirates,India,2011,80816
United Arab Emirates,India,2012,318734
United Arab Emirates,Indonesia,2010,490440
United Arab Emirates,Indonesia,2011,167918
United Arab Emirates,Indonesia,2012,394278
United Arab Emirates,Iran,2011,39478
United Arab Emirates,Iran,2012,7184
United Arab Emirates,Iraq,2010,406986
United Arab Emirates,Iraq,2011,2169079
United Arab Emirates,Iraq,2012,2235676
United Arab Emirates,Jamaica,2010,32070
United Arab Emirates,Jamaica,2011,3012
United Arab Emirates,Jamaica,2012,10263
United Arab Emirates,Jordan,2000,31201566
United Arab Emirates,Jordan,2001,16269593
United Arab Emirates,Jordan,2003,57448761
United Arab Emirates,Jordan,2010,41394858
United Arab Emirates,Jordan,2011,202751595
United Arab Emirates,Jordan,2012,1536558292
United Arab Emirates,Jordan,2013,770222179
United Arab Emirates,Kazakhstan,2001,35793106
United Arab Emirates,Kazakhstan,2010,11783346
United Arab Emirates,Kazakhstan,2011,79813037
United Arab Emirates,Kazakhstan,2012,2532652
United Arab Emirates,Kenya,1998,460056
United Arab Emirates,Kenya,2010,23515446
United Arab Emirates,Kenya,2011,2201237
United Arab Emirates,Kenya,2012,1684558
United Arab Emirates,Kenya,2013,9830908
United Arab Emirates,Kiribati,2013,4915454
United Arab Emirates,Kosovo,2010,618692
United Arab Emirates,Kyrgyz Republic,2011,3295
United Arab Emirates,Kyrgyz Republic,2012,15331159
United Arab Emirates,Laos,2010,189488
United Arab Emirates,Laos,2012,20526
United Arab Emirates,Lebanon,2007,330105100
United Arab Emirates,Lebanon,2010,3475113
United Arab Emirates,Lebanon,2011,2694186
